"","SC284728.PC04924.E12","SC284729.PC04924.F12","SC249421.PC04924.H06","SC249410.PC04924.E05","SC253845.PC04924.H10","SC249452.PC04924.D10","SC253846.PC04924.A11","SC249447.PC04924.G09","SC249433.PC04924.B08","SC249426.PC04924.D07","SC249417.PC04924.D06","SC249436.PC04924.E08","SC249365.PC04924.H01","SC249360.PC04924.C01","SC249428.PC04924.F07","SC249358.PC04924.A01","SC249446.PC04924.F09","SC253851.PC04924.E11","SC249409.PC04924.D05","SC249427.PC04924.E07","SC249413.PC04924.H05","SC249434.PC04924.C08","SC253848.PC04924.C11","SC249443.PC04924.D09","SC249439.PC04924.H08","SC249363.PC04924.F01","SC253853.PC04924.G11","SC249415.PC04924.B06","SC249438.PC04924.G08","SC249367.PC04924.A02","SC249423.PC04924.A07","SC249450.PC04924.B10","SC284724.PC04924.A12","SC284725.PC04924.B12","SC284726.PC04924.C12","SC284727.PC04924.D12","NTC.PC04924.H12","SC249388.PC04924.A03","SC249389.PC04924.B03","SC249390.PC04924.C03","SC249382.PC04924.D02","SC249391.PC04924.D03","SC249383.PC04924.E02","SC249392.PC04924.E03","SC249384.PC04924.F02","SC249393.PC04924.F03","SC249385.PC04924.G02","SC249386.PC04924.H02","SC249396.PC04924.A04","SC249405.PC04924.A05","SC249397.PC04924.B04","SC249398.PC04924.C04","SC249399.PC04924.D04","SC249400.PC04924.E04","SC249401.PC04924.F04","SC249394.PC04924.G03","SC249403.PC04924.G04","SC249395.PC04924.H03","SC249404.PC04924.H04","SC249453.PC04924.E10","SC249369.PC04924.C02","SC249411.PC04924.F05","SC253852.PC04924.F11","SC253843.PC04924.F10","SC249359.PC04924.B01","SC249448.PC04924.H09","SC249361.PC04924.D01","SC249445.PC04924.E09","SC253849.PC04924.D11","SC249449.PC04924.A10","SC249419.PC04924.F06","SC249440.PC04924.A09","SC249429.PC04924.G07","SC249407.PC04924.B05","SC249364.PC04924.G01","SC249435.PC04924.D08","SC249418.PC04924.E06","SC249414.PC04924.A06","SC249424.PC04924.B07","SC249430.PC04924.H07","SC249416.PC04924.C06","SC253847.PC04924.B11","SC249441.PC04924.B09","Water.PC04924.G12","SC249451.PC04924.C10","SC249420.PC04924.G06","SC253854.PC04924.H11","SC249425.PC04924.C07","SC249432.PC04924.A08","SC249362.PC04924.E01","SC249408.PC04924.C05","SC249437.PC04924.F08","SC249368.PC04924.B02","SC253844.PC04924.G10","SC249412.PC04924.G05","SC249442.PC04924.C09","SC284734.PC04925.E12","SC284735.PC04925.F12","SC253186.PC04925.D06","SC249410.PC04925.F02","SC253845.PC04925.C09","SC253193.PC04925.C07","SC253846.PC04925.D09","SC253200.PC04925.C08","SC249447.PC04925.C05","SC249433.PC04925.C04","SC249426.PC04925.F03","SC261528.PC04925.E10","SC253182.PC04925.H05","SC249436.PC04925.E04","SC261516.PC04925.H10","SC253195.PC04925.E07","SC253204.PC04925.A09","SC253192.PC04925.B07","SC253185.PC04925.C06","SC253191.PC04925.A07","SC253202.PC04925.F08","SC249431.PC04925.A04","SC249406.PC04925.D02","SC261525.PC04925.D10","SC261529.PC04925.F10","SC249444.PC04925.A05","SC261518.PC04925.C10","SC249366.PC04925.D01","SC249422.PC04925.D03","SC261524.PC04925.H09","SC284730.PC04925.A12","SC284731.PC04925.B12","SC284732.PC04925.C12","SC284733.PC04925.D12","NTC.PC04925.H12","SC249382.PC04925.F01","SC249387.PC04925.G01","SC249391.PC04925.H01","SC249396.PC04925.A02","SC249399.PC04925.B02","SC249405.PC04925.C02","SC249453.PC04925.F05","SC261523.PC04925.G10","SC249369.PC04925.E01","SC249411.PC04925.G02","SC253852.PC04925.G09","SC253843.PC04925.B09","SC249359.PC04925.A01","SC249448.PC04925.A11","SC249448.PC04925.D05","SC249361.PC04925.A10","SC249361.PC04925.B01","SC249445.PC04925.B05","SC261517.PC04925.B11","SC253184.PC04925.B06","SC253849.PC04925.F09","SC253199.PC04925.A08","SC253199.PC04925.B08","SC253199.PC04925.E11","SC249449.PC04925.E05","SC249419.PC04925.C03","SC249440.PC04925.G04","SC261531.PC04925.G11","SC253188.PC04925.E06","SC249429.PC04925.G03","SC261515.PC04925.H11","SC249435.PC04925.D04","SC253190.PC04925.G06","SC253190.PC04925.H06","SC253203.PC04925.G08","SC253203.PC04925.H08","SC249418.PC04925.B03","SC261526.PC04925.C11","SC249414.PC04925.H02","SC249424.PC04925.E03","SC249430.PC04925.H03","SC249416.PC04925.A03","SC261527.PC04925.B10","SC253197.PC04925.G07","SC253197.PC04925.H07","SC253183.PC04925.A06","SC253201.PC04925.D08","SC253201.PC04925.E08","SC253847.PC04925.E09","SC261532.PC04925.D11","SC249441.PC04925.H04","Water.PC04925.G12","SC261522.PC04925.F11","SC253181.PC04925.G05","SC253194.PC04925.D07","SC249432.PC04925.B04","SC249408.PC04925.E02","SC249437.PC04925.F04","SC253196.PC04925.F07","SC253189.PC04925.F06","SC326763.PC07578.A12","SC326764.PC07578.B12","SC326765.PC07578.C12","SC326766.PC07578.D12","SC253186.PC07578.D06","SC249421.PC07578.F02","SC249410.PC07578.B01","SC253845.PC07578.C09","SC304090.PC07578.G04","SC253846.PC07578.D09","SC253200.PC07578.C08","SC249433.PC07578.G08","SC249426.PC07578.F03","SC261528.PC07578.E11","SC253182.PC07578.A01","SC249436.PC07578.E04","SC249365.PC07578.E09","SC249360.PC07578.B09","SC304930.PC07578.B05","SC304940.PC07578.C03","SC261516.PC07578.H10","SC253195.PC07578.E07","SC304093.PC07578.A04","SC304936.PC07578.B11","SC304926.PC07578.E06","SC249443.PC07578.E05","SC249439.PC07578.G07","SC304094.PC07578.A05","SC304099.PC07578.A10","SC304928.PC07578.B03","SC304938.PC07578.E10","SC253202.PC07578.F08","SC261525.PC07578.D10","SC261529.PC07578.F10","SC249366.PC07578.D01","SC249422.PC07578.D03","SC261524.PC07578.H09","NTC.PC07578.H12","SC249385.PC07578.C07","SC249387.PC07578.G01","SC249391.PC07578.H01","SC249382.PC07578.H05","SC249453.PC07578.F05","SC261523.PC07578.G10","SC304096.PC07578.A07","SC249369.PC07578.E01","SC249411.PC07578.G02","SC253852.PC07578.G09","SC249448.PC07578.D05","SC304091.PC07578.A02","SC261517.PC07578.F01","SC253184.PC07578.G06","SC253849.PC07578.F09","SC261531.PC07578.G11","SC304929.PC07578.B04","SC304939.PC07578.C02","SC249429.PC07578.G03","SC304098.PC07578.A08","SC249364.PC07578.C01","SC261515.PC07578.H11","SC253190.PC07578.H06","SC304931.PC07578.B06","SC304941.PC07578.C04","SC304095.PC07578.A06","SC261526.PC07578.C11","SC249414.PC07578.H02","SC249424.PC07578.E03","SC249430.PC07578.H03","SC253183.PC07578.D08","SC253201.PC07578.E08","SC304925.PC07578.B.08.PC07578.B08","SC304935.PC07578.B.10.PC07578.B10","SC304935.PC07578.C.06.PC07578.C06","SC304925.PC07578.D.07.PC07578.D07","SC261532.PC07578.D11","SC249441.PC07578.H04","Water.PC07578.G12","SC326767.PC07578.E12","SC326768.PC07578.F12","SC249451.PC07578.F06","SC249420.PC07578.H07","SC304092.PC07578.A03","SC261522.PC07578.F11","SC304097.PC07578.A09","SC253181.PC07578.G05","SC304927.PC07578.B02","SC304937.PC07578.D04","SC249362.PC07578.H08","SC249408.PC07578.E02","SC249437.PC07578.F04","SC249368.PC07578.C10","SC253196.PC07578.F07","SC304924.PC07578.A11.PC07578.A11","SC304924.PC07578.B.07.PC07578.B07","SC304934.PC07578.C.05.PC07578.C05","SC304934.PC07578.D.02.PC07578.D02"
"Haemophilus",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,38,0,0,9,0,14,0,0,0,0,8,0,12,0,0,0,0,3,0,0,0,10,0,21,10,0,0,0,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,13,0,0,18,7,0,5,5,11,14,14,10,22,13,16,0,0,20,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,18,17,0,15,11,25,6,0,0,5,6,0,4,0,0,0,8,43,0,10,0,5,0,0,0,0,0,20,0,9,30,0,0,0,0,0,0,22,17,21,0,18,9,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Helicobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3256,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Holdemania",0,0,26,0,44,0,51,38,18,18,28,16,22,0,0,0,20,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,47,16,0,34,78,0,19,40,6,32,27,0,0,0,28,0,47,0,0,0,26,0,39,0,34,25,29,0,0,0,33,29,36,29,20,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,18,0,46,77,46,30,26,24,48,32,33,58,5,0,0,0,0,4,0,0,116,8,39,50,0,0,6,0,0,0,0,0,0,84,0,66,0,60,59,44,0,49,0,0,0,58,48,0,0,63,0,131,0,114,96,94,41,34,62,54,180,68,0,50,200,151,84,107,25,70,60,48,38,0,47,136,115,166,113,98,0,64,51,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,30,62,43,76,48,21,42,52,30,26,65,26,38,33,48,6,0,0,0,8,16,23,0,50,60,52,113,18,0,0,63,0,35,53,0,41,32,36,12,0,50,0,43,0,26,182,0,53,36,0,35,60,0,0,0,29,0,0,64,46,47,38,143,84,0,17,0,0,40,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Incertae Sedis",0,0,39,51,278,1810,266,3724,1699,60,64,1840,191,164,0,68,2480,0,0,0,0,19,0,1299,1097,0,0,1604,2321,0,0,17,0,0,0,0,0,28,0,13,117,0,223,0,0,2996,125,0,1888,2642,190,100,2105,263,2203,114,0,8,0,3133,15,3514,0,0,0,1992,0,3263,0,3289,4296,3100,4866,3026,0,4004,4320,4678,3899,4171,0,0,3068,0,0,0,16,0,2,0,0,0,0,0,8,16,0,9,884,56,0,1576,405,1675,3297,1468,37,68,501,2041,557,101,82,14,3,428,102,4,0,2435,901,8100,3533,6,36,345,0,0,0,0,0,0,3706,8,2204,0,2119,3056,3755,0,3540,0,0,0,2922,2612,0,0,3317,0,3351,0,3846,3215,3437,2685,4082,3563,3838,2516,4799,139,4118,5009,3766,3590,4879,4063,4428,3438,4154,3764,0,3839,4805,4848,3756,3026,3822,0,3548,3330,0,164,0,0,11,0,0,38,0,0,0,0,0,1015,77,57,330,1099,468,2287,1603,70,165,394,2163,264,240,747,916,539,296,34,145,69,1139,1052,1518,1574,2777,3059,4633,2448,2887,0,0,914,0,270,2546,0,173,2574,3733,2596,0,2910,0,2448,0,2635,4300,0,3681,4384,0,4013,5536,0,0,58,4280,0,822,4385,3209,4094,4098,3085,3532,5,3152,0,0,3332,3676,0,0,0,0,0,45,0,30,10,0,0,0,0,0,0,3,59,95,37,14
"Intestinimonas",0,0,141,166,360,255,317,278,332,129,211,331,291,322,0,0,120,0,0,0,0,0,0,36,52,0,0,18,106,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,148,198,0,85,137,14,384,103,10,150,667,0,0,0,144,0,111,0,0,0,104,0,164,0,125,78,126,120,72,0,161,119,120,77,204,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,168,0,259,440,288,355,333,130,272,196,407,469,6,5,0,0,5,0,0,0,92,51,455,224,0,11,9,0,0,0,0,0,0,191,0,171,0,157,225,284,0,191,0,0,0,203,181,0,0,212,0,158,0,207,188,229,173,128,242,193,121,126,7,233,259,195,237,323,148,163,96,112,209,0,113,294,272,219,224,217,0,289,160,0,0,0,0,0,0,0,0,0,0,0,0,0,186,99,196,340,238,366,274,212,168,304,98,300,564,501,264,236,381,46,0,8,0,0,42,90,97,120,150,202,81,96,0,0,288,0,300,130,0,430,124,194,111,0,88,0,99,0,141,171,0,157,124,0,64,248,0,0,0,178,0,57,94,23,66,135,98,168,0,109,0,0,167,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
"Lachnoanaerobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lachnospira",0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,36,64,0,0,0,0,0,0,21,204,0,0,1254,344,0,0,0,0,0,0,0,0,48,0,0,0,0,78,0,0,1391,23,0,917,1652,137,0,1203,169,1217,0,0,0,0,931,0,1297,0,0,0,824,0,549,0,1295,595,786,887,929,0,917,483,3875,1955,865,0,0,990,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,125,31,20,0,0,451,34,9,5,2054,155,206,1669,0,23,233,0,0,0,0,0,0,2033,13,1364,0,1009,1213,1630,0,1028,0,0,0,1133,1231,0,0,574,0,487,0,1123,1161,1290,1056,693,968,1008,1691,804,55,917,1013,691,846,1160,529,3584,1918,2080,612,0,3320,1279,1794,1555,1344,1640,0,1011,1127,0,105,0,0,0,0,0,16,0,0,0,0,0,0,28,0,0,627,0,0,0,0,23,0,0,0,0,46,75,127,80,70,40,29,67,166,1405,1776,1306,1423,2898,2598,568,0,0,426,0,24,1704,0,0,1140,1534,1191,0,933,0,1075,0,872,798,0,941,1545,0,666,2194,0,0,29,1021,0,793,3894,1770,2365,739,1242,1454,4,1280,0,0,953,1232,0,0,0,0,0,64,0,18,7,8,18,0,0,0,0,0,24,37,26,21
"Lactobacillus",4669,6652,0,13,0,0,0,24,8,0,0,0,0,0,1557,1055,676,3106,1274,3612,3161,7534,13304,4058,2676,3012,0,21,17,197,12,4,4303,452,2948,10036,0,1220,0,9996,50,15123,1602,0,0,17,0,0,58,18,1543,0,15,1230,22,433,13,11661,10695,17,0,38,0,0,0,0,0,8,0,14,31,16,42,18,0,34,60,52,25,26,0,0,0,0,3604,15588,13236,12910,3991,8482,11849,4732,11613,14891,16727,3127,6120,7780,0,0,0,0,0,12,24,0,0,0,0,0,0,2485,591,1759,1524,0,12,5,406,55,17,202,92,20,245,118,6683,691,4071,16717,0,0,120,13954,114,0,15,11,80,0,40,0,0,0,10,11,0,0,24,0,23,0,49,29,46,12,39,12,23,24,59,0,19,31,28,40,46,41,49,36,29,31,0,27,43,74,21,40,42,0,19,6,0,14129,18097,12296,4831,9909,3845,9798,14003,0,645,3644,13185,115,7,0,16,32,0,31,0,12,0,7,0,16,0,0,0,19,2184,5481,3522,5617,4077,2573,342,184,1314,624,137,2087,918,0,2119,57,0,6,90,0,49,11,51,114,0,34,0,5,0,19,39,0,14,89,0,35,62,0,0,0,38,0,5,46,28,32,35,19,21,0,32,0,0,19,19,0,6689,8954,4128,20050,15036,4,14100,19644,9818,8413,13857,12538,5569,18511,12088,14896,22209,10775,9473
"Lactococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,14,16,0,4,0,0,0,0,0,0,3,0,0,0,6,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,14,13,8,0,0,0,0,4,0,0,3,9,10,15,25,4,4,3,0,2,0,5,13,13,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,6,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lautropia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leptotrichia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leuconostoc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Listeria",15068,13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,610,218,0,8,17,11,27,0,41,0,0,0,0,0,0,0,4339,25,4079,25,0,0,0,0,0,0,0,72,0,0,0,0,135,0,6258,7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12688,4799,6978,3361,13586,4968,3467,17811,4053,5652,4547,10129,15671,15625,0,0,0,0,0,13,8,0,0,0,0,0,0,40,0,0,0,0,7,5,106,12,0,390,13,0,52,45,11,0,0,0,0,0,0,4345,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9091,11860,16821,15049,2805,10444,13881,9971,0,0,0,0,76,0,0,0,26,0,42,0,15,0,0,26,11,0,9,0,0,0,105,351,862,713,271,18,86,1266,863,61,1467,412,0,319,0,0,0,0,0,21,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17293,15941,10965,6596,6995,5,7697,11854,8573,8166,7410,3479,14100,7597,16430,8672,12982,9183,6983
"Lysobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marvinbryantia",0,0,33,0,0,590,153,487,620,0,44,919,97,0,0,12,165,0,0,0,0,0,0,116,29,0,0,69,189,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,113,61,0,63,67,0,51,64,0,59,26,0,0,0,60,0,193,0,0,0,19,0,83,0,83,380,79,298,112,0,184,277,187,168,242,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,23,0,330,135,336,583,615,29,33,89,1013,113,0,0,0,0,0,0,0,0,84,79,878,95,0,0,17,0,0,0,0,0,0,111,0,67,0,52,61,87,0,210,0,0,0,54,36,0,0,85,0,70,0,44,40,38,66,286,103,99,17,442,0,153,55,65,80,71,255,204,134,153,224,0,127,78,91,44,50,56,0,101,136,0,0,0,0,0,0,0,0,0,0,0,0,0,100,32,54,94,26,127,362,555,29,19,83,828,69,116,330,174,90,34,0,0,0,80,37,35,23,233,172,105,75,233,0,0,108,0,51,80,0,65,37,74,100,0,164,0,52,0,79,52,0,84,235,0,295,127,0,0,0,296,0,44,193,117,157,241,31,29,0,165,0,0,80,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Massilia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
